order_detail_id,order_id,product_id,quantity,price_at_purchase
1038,CA-2017-100363,OFF-AP-10004708,41,22.0748
1039,CA-2018-114048,FUR-TA-10002530,36,67.941
1040,CA-2019-114489,FUR-CH-10003846,48,-8.0784
1041,CA-2017-120278,FUR-FU-10003553,26,-41.262
1042,CA-2019-138520,OFF-AR-10001915,32,12.5118
1043,CA-2020-120705,FUR-FU-10003039,1,6.0382
1044,US-2020-163790,TEC-PH-10002885,45,-168.9558
1045,CA-2019-159345,FUR-CH-10004626,42,72.6408
1046,US-2019-131611,OFF-ST-10000798,22,9.4924
1047,CA-2020-140186,TEC-AC-10001956,42,47.96
1048,US-2019-108504,FUR-FU-10003577,8,56.7864
1049,US-2019-110156,TEC-AC-10004666,7,829.3754
1050,US-2020-147669,FUR-FU-10002030,12,-17.784
1051,US-2020-118556,OFF-LA-10004178,10,1.0738
1052,CA-2020-149489,OFF-ST-10003656,21,-48.9549
1053,CA-2018-149748,FUR-BO-10000711,49,172.4814
1054,CA-2018-148635,OFF-BI-10000848,37,-2.6256
1055,CA-2020-115322,OFF-FA-10000611,14,1.4208
1056,CA-2018-117415,OFF-BI-10002799,34,2.6936
1057,CA-2020-100524,OFF-FA-10003021,3,1.316
1058,CA-2018-142993,TEC-PH-10000895,48,374.3792
1059,CA-2020-145884,OFF-AP-10002998,28,16.8948
1060,US-2020-102183,OFF-PA-10000587,36,6.9888
1061,CA-2017-125997,FUR-FU-10002508,49,10.5084
1062,CA-2019-120005,OFF-AP-10003590,3,305.13
1063,CA-2020-127929,OFF-AP-10000124,40,9.3184
1064,CA-2019-160500,OFF-LA-10001569,11,4.5816
1065,CA-2017-135755,TEC-PH-10003273,8,131.0296
1066,CA-2019-138079,OFF-AP-10000240,39,62.0368
1067,US-2020-166324,OFF-PA-10001667,41,5.382
1068,CA-2019-102127,OFF-AR-10002257,31,0.7348
1069,CA-2020-123967,FUR-FU-10000521,14,12.9096
1070,CA-2020-162173,FUR-FU-10000732,30,6.0288
1071,CA-2020-131828,OFF-ST-10000615,32,2.724
1072,CA-2019-153661,OFF-AR-10001166,19,8.8686
1073,US-2018-160563,OFF-BI-10002931,38,62.91
1074,CA-2018-129322,OFF-EN-10003798,30,13.8267
1075,CA-2019-146633,TEC-PH-10002033,33,68.3568
1076,CA-2020-111262,OFF-BI-10001575,25,-13.6312
1077,CA-2020-118003,OFF-EN-10001219,36,8.8624
1078,CA-2018-165085,TEC-PH-10003357,13,-9.1788
1079,CA-2020-118346,FUR-CH-10004675,28,34.8928
1080,CA-2017-166730,TEC-MA-10003673,23,1668.205
1081,CA-2020-153843,TEC-PH-10000439,22,28.7928
1082,CA-2020-101014,OFF-ST-10002444,29,10.3152
1083,CA-2019-158435,OFF-PA-10000019,44,6.2208
1084,CA-2020-100230,OFF-BI-10004995,36,1415.4296
1085,CA-2018-137897,FUR-FU-10000175,13,25.5378
1086,CA-2019-152170,TEC-AC-10002049,6,66.9546
1087,CA-2018-165799,TEC-PH-10002293,17,-11.994
1088,US-2020-134642,TEC-PH-10003691,15,94.4925
1089,CA-2019-145177,TEC-AC-10000990,10,275.478
1090,US-2020-104661,OFF-AR-10004685,27,1.2038
1091,CA-2020-118017,OFF-SU-10003567,28,-3.264
1092,CA-2018-117611,OFF-AR-10001216,22,3.614
1093,CA-2020-169327,FUR-TA-10004619,2,95.586
1094,CA-2019-128594,FUR-FU-10003039,41,6.0382
1095,CA-2020-143329,OFF-LA-10004559,47,9.8784
1096,US-2020-141943,OFF-ST-10000321,34,0.3156
1097,CA-2018-121405,OFF-ST-10004258,24,9.8901
1098,CA-2020-141719,OFF-AR-10004165,30,1.6416
1099,CA-2020-154809,OFF-AR-10001897,35,4.3176
1100,CA-2018-110765,OFF-AP-10001391,37,157.0176
1101,CA-2020-124898,FUR-FU-10004597,22,-52.17
1102,CA-2018-106978,TEC-MA-10000418,2,-2639.9912
1103,CA-2018-104346,FUR-CH-10003774,10,70.9644
1104,CA-2018-112144,FUR-BO-10004218,35,-211.47
1105,US-2020-102890,TEC-PH-10003555,8,-12.4146
1106,US-2019-150861,FUR-TA-10001039,28,-36.1116
1107,CA-2019-169166,TEC-AC-10004708,36,8.799
1108,US-2020-121251,OFF-PA-10000565,39,54.8604
1109,CA-2019-163153,TEC-AC-10004992,32,8.1072
1110,CA-2020-105809,FUR-FU-10002508,20,10.5084
1111,CA-2019-152289,OFF-BI-10002735,18,80.6285
1112,CA-2018-143490,OFF-PA-10001837,33,5.4432
1113,CA-2019-127250,TEC-PH-10002645,36,-374.9925
1114,CA-2018-111458,FUR-FU-10000719,40,6.1704
1115,CA-2019-153661,TEC-PH-10004700,17,4.5954
1116,CA-2020-161410,FUR-CH-10001708,31,139.5702
1117,CA-2020-120936,OFF-PA-10000501,14,31.2736
1118,US-2018-116981,TEC-AC-10002018,34,6.4308
1119,CA-2020-139619,OFF-PA-10002666,42,6.795
1120,CA-2018-128608,TEC-MA-10002073,20,103.9992
1121,CA-2019-164735,OFF-PA-10003302,45,28.7064
1122,CA-2020-147942,OFF-ST-10003805,9,84.22
1123,US-2017-157021,TEC-MA-10000984,13,377.73
1124,CA-2017-122931,OFF-BI-10001982,14,-3.4272
1125,CA-2017-108147,FUR-BO-10004834,41,-1665.0522
1126,CA-2020-126956,FUR-CH-10003606,5,10.2592
1127,CA-2020-113705,TEC-MA-10003183,20,-63.996
1128,US-2020-162670,OFF-AR-10000538,29,8.445
1129,CA-2018-160059,FUR-FU-10000260,6,-5.8248
1130,CA-2018-162201,FUR-TA-10000577,48,-383.031
1131,US-2020-119319,OFF-PA-10000552,41,6.2208
1132,CA-2020-137365,OFF-LA-10001641,19,9.072
1133,CA-2020-116680,FUR-CH-10004540,40,-4.1136
1134,CA-2018-115798,OFF-PA-10000019,28,6.2208
1135,US-2018-168935,TEC-AC-10004633,32,6.1512
1136,CA-2019-145499,FUR-BO-10001567,10,-190.8522
1137,CA-2020-163692,OFF-PA-10000675,33,180.7659
1138,CA-2019-160745,OFF-ST-10003572,25,1.062
1139,CA-2020-166576,OFF-AR-10001958,16,2.7168
1140,CA-2018-136147,OFF-LA-10002787,31,12.6
1141,CA-2020-150910,FUR-CH-10002084,1,59.0352
1142,CA-2018-113215,OFF-SU-10002573,31,21.036
1143,CA-2020-116715,OFF-BI-10001670,12,-15.08
1144,US-2019-114622,OFF-AP-10000390,23,3.6588
1145,CA-2020-121083,FUR-CH-10000863,30,33.2156
1146,CA-2018-135391,OFF-BI-10002194,32,-7.9002
1147,CA-2017-167360,OFF-AR-10001897,20,4.3176
1148,CA-2020-140585,OFF-ST-10003816,36,81.0474
1149,CA-2017-154627,OFF-ST-10000777,42,63.4368
1150,US-2019-127971,OFF-SU-10003505,11,-34.758
1151,CA-2018-102855,OFF-FA-10003485,26,6.1308
1152,CA-2020-108329,FUR-CH-10001146,20,-15.2225
1153,CA-2019-116918,OFF-AP-10003849,5,107.346
1154,CA-2020-110198,OFF-PA-10004734,49,25.48
1155,CA-2020-163902,FUR-BO-10000330,9,-4.8392
1156,CA-2020-167150,TEC-MA-10002937,4,43.1991
1157,US-2017-166310,OFF-PA-10000029,10,3.1104
1158,CA-2019-108959,FUR-TA-10004147,37,11.196
1159,CA-2019-109953,FUR-FU-10002253,45,24.4758
1160,CA-2020-123778,TEC-PH-10002293,40,-11.994
1161,US-2018-146745,FUR-FU-10000206,3,1.3677
1162,CA-2020-108112,TEC-PH-10000895,34,374.3792
1163,CA-2019-112340,OFF-SU-10002301,14,0.0628
1164,US-2020-108245,OFF-BI-10000605,35,5.1435
1165,CA-2020-118367,OFF-SU-10000151,38,327.506
1166,CA-2018-150875,TEC-AC-10000290,11,6.9258
1167,CA-2020-121293,OFF-PA-10004239,48,11.556
1168,CA-2020-107132,FUR-CH-10001545,1,-13.6776
1169,US-2017-135881,OFF-AP-10002472,6,36.372
1170,CA-2018-136420,TEC-PH-10000455,10,100.9113
1171,CA-2020-102771,OFF-PA-10003724,38,13.3035
1172,CA-2017-109043,TEC-PH-10003885,7,57.4113
1173,CA-2020-107958,TEC-AC-10003399,44,15.2208
1174,CA-2017-130155,TEC-AC-10004814,35,70.0977
1175,CA-2018-157770,TEC-CO-10001943,15,751.9624
1176,CA-2019-106397,FUR-FU-10003192,14,15.9912
1177,CA-2020-133823,OFF-FA-10002763,1,2.528
1178,CA-2017-125171,FUR-FU-10002505,16,-2.8308
1179,US-2018-129007,FUR-CH-10000225,33,-24.294
1180,US-2017-159618,OFF-ST-10001522,35,3.6796
1181,CA-2019-159730,FUR-CH-10001708,28,139.5702
1182,CA-2017-134551,OFF-ST-10004459,1,56.301
1183,CA-2018-131779,OFF-PA-10001815,44,92.2368
1184,CA-2020-166695,OFF-AR-10000369,30,0.5004
1185,US-2019-152415,OFF-PA-10004665,38,12.838
1186,CA-2019-123358,FUR-FU-10001934,1,10.9096
1187,CA-2017-131450,OFF-ST-10001490,50,17.847
1188,CA-2018-110863,OFF-ST-10000636,12,3.348
1189,CA-2020-125199,FUR-FU-10000221,32,12.0904
1190,US-2018-130491,OFF-SU-10001225,40,0.1472
1191,CA-2019-123050,OFF-PA-10003424,18,3.71
1192,CA-2019-128818,OFF-PA-10001712,49,17.982
1193,CA-2018-139584,OFF-FA-10000992,37,5.0055
1194,CA-2017-102274,OFF-BI-10002072,13,8.69
1195,CA-2020-134838,OFF-SU-10002301,34,0.0628
1196,CA-2020-168837,FUR-CH-10003833,8,-73.176
1197,CA-2017-124702,OFF-PA-10000806,32,219.4416
1198,CA-2018-147851,TEC-PH-10000526,3,188.1404
1199,CA-2018-109386,OFF-AP-10004980,19,14.4096
1200,CA-2017-146969,TEC-AC-10002800,12,69.986
1201,US-2020-118087,OFF-BI-10000216,36,-7.782
1202,CA-2020-133004,TEC-PH-10001527,45,1.2885
1203,CA-2017-149244,FUR-TA-10002958,4,-430.617
1204,CA-2020-126074,TEC-PH-10004922,17,10.0485
1205,CA-2020-105480,TEC-AC-10001908,19,34.9965
1206,CA-2020-111556,OFF-PA-10001801,40,11.7208
1207,CA-2019-159023,OFF-PA-10002666,35,6.795
1208,US-2019-169369,TEC-PH-10002584,12,-250.396
1209,CA-2020-148404,TEC-PH-10002468,33,66.6351
1210,CA-2019-119935,OFF-BI-10001294,49,11.7
1211,US-2018-109015,OFF-PA-10003270,45,10.56
1212,CA-2020-157350,TEC-PH-10000307,47,0.438
1213,CA-2019-145261,OFF-PA-10002615,21,4.0572
1214,CA-2018-120516,TEC-PH-10000127,1,-17.991
1215,CA-2020-116946,OFF-EN-10003072,14,2.1728
1216,CA-2017-104563,TEC-PH-10001580,25,56.6916
1217,US-2020-153948,OFF-AR-10004956,23,2.0088
1218,CA-2020-112809,FUR-BO-10003546,36,75.735
1219,CA-2020-108756,OFF-PA-10004911,37,36.0192
1220,CA-2020-119746,OFF-LA-10004853,4,5.1792
1221,CA-2020-121559,OFF-BI-10002003,5,-6.567
1222,CA-2019-106950,OFF-AR-10001972,31,0.7056
1223,US-2020-117534,TEC-AC-10000474,7,28.497
1224,CA-2020-165204,OFF-LA-10001613,24,1.6704
1225,CA-2017-131009,OFF-SU-10004664,38,5.1282
1226,CA-2020-161067,TEC-AC-10003133,40,3.5742
1227,CA-2018-151253,OFF-PA-10002751,44,2.691
1228,CA-2019-104311,FUR-CH-10002084,4,59.0352
1229,CA-2020-100111,OFF-PA-10001001,39,31.4712
1230,CA-2018-134257,OFF-ST-10002301,47,-7.7292
1231,CA-2020-124576,TEC-PH-10003442,22,5.5
1232,CA-2020-135069,OFF-PA-10001560,21,3.2616
1233,US-2018-130519,TEC-MA-10003353,4,-251.9958
1234,US-2018-114741,TEC-PH-10003072,39,130.4913
1235,CA-2017-139892,FUR-FU-10003096,36,8.7285
1236,CA-2019-123512,TEC-PH-10004348,3,11.094
1237,US-2020-145863,FUR-FU-10003026,14,3.6784
1238,CA-2019-120250,OFF-AR-10000475,43,12.5928
1239,CA-2019-136231,OFF-AR-10001988,4,5.2113
1240,CA-2018-162201,OFF-BI-10002412,36,10.44
1241,CA-2018-104626,OFF-BI-10000315,1,-20.889
1242,CA-2018-147830,TEC-AC-10001383,34,8.4966
1243,CA-2018-138492,TEC-MA-10004552,13,269.308
1244,US-2019-143819,OFF-BI-10001628,27,9.387
1245,CA-2020-131212,FUR-FU-10000222,21,21.112
1246,CA-2018-119690,TEC-PH-10000011,32,11.1944
1247,CA-2019-134110,FUR-FU-10002456,19,3.3488
1248,US-2017-133949,OFF-AP-10000252,31,12.285
1249,CA-2020-117870,OFF-EN-10003134,1,3.504
1250,US-2018-165743,FUR-FU-10001617,32,4.368
1251,CA-2019-161816,TEC-AC-10000844,45,67.992
1252,US-2017-150574,FUR-FU-10004090,35,7.3359
1253,US-2017-150434,TEC-AC-10001553,46,21.4074
1254,CA-2019-154662,TEC-PH-10003580,27,106.1242
1255,US-2017-147648,OFF-BI-10000545,33,-760.98
1256,CA-2020-147032,OFF-AR-10004691,18,16.6764
1257,CA-2018-101868,OFF-PA-10002005,39,7.2576
1258,CA-2018-131338,OFF-BI-10002225,36,17.3376
1259,US-2018-151407,OFF-LA-10000305,30,23.184
1260,CA-2017-167927,OFF-PA-10001954,11,84.0512
1261,US-2018-163279,OFF-ST-10004258,33,9.8901
1262,CA-2019-145499,OFF-AR-10001770,20,2.7664
1263,CA-2020-122987,OFF-AR-10003958,10,0.5904
1264,CA-2018-130883,OFF-AR-10000462,25,1.376
1265,CA-2020-110821,FUR-BO-10000330,41,-4.8392
1266,CA-2018-126186,OFF-PA-10003823,47,69.705
1267,CA-2020-108322,FUR-FU-10001967,36,0.9995
1268,CA-2020-101245,OFF-BI-10004465,40,-3.168
1269,CA-2020-111556,OFF-ST-10000604,48,52.14
1270,US-2017-150532,FUR-FU-10000771,6,29.0136
1271,CA-2018-122371,OFF-AR-10001044,32,45.2226
1272,US-2020-132031,FUR-FU-10000965,37,21.2954
1273,CA-2018-107083,OFF-SU-10002557,8,0.8388
1274,CA-2019-118311,FUR-CH-10001482,28,43.2234
1275,CA-2019-120873,FUR-FU-10000723,29,-84.2928
1276,CA-2017-110786,FUR-TA-10004154,42,-619.596
1277,US-2017-137869,OFF-BI-10001670,45,-15.08
1278,CA-2019-154767,FUR-FU-10000576,3,-356.728
1279,CA-2017-130092,TEC-PH-10002350,34,23.5116
1280,CA-2018-115945,OFF-EN-10001990,4,13.348
1281,US-2018-130519,FUR-CH-10001394,11,0
1282,CA-2017-143413,TEC-AC-10004659,31,76.6395
1283,CA-2020-149888,TEC-AC-10003499,33,17.6016
1284,CA-2020-155460,OFF-SU-10004261,44,6.2064
1285,CA-2020-150266,OFF-BI-10001982,1,-3.4272
1286,CA-2017-113271,OFF-AP-10002403,44,45.7704
1287,CA-2018-113131,TEC-AC-10003289,18,13.7931
1288,CA-2020-107986,OFF-LA-10002195,25,10.3488
1289,CA-2017-126193,OFF-BI-10002437,6,8.8624
1290,CA-2020-155873,OFF-AP-10001205,5,137.2896
1291,CA-2017-102652,FUR-CH-10001714,19,-18.1068
1292,CA-2017-103310,OFF-AP-10004249,47,9.6957
1293,CA-2020-132584,TEC-PH-10002834,26,494.9725
1294,CA-2019-124016,OFF-PA-10001125,36,23.235
1295,CA-2019-137330,OFF-PA-10003845,42,2.8322
1296,CA-2020-163510,OFF-PA-10004983,32,15.552
1297,CA-2020-122154,TEC-PH-10002890,9,8.1432
1298,CA-2019-131737,FUR-CH-10001797,18,-2.6936
1299,US-2019-114013,FUR-FU-10004091,3,78.8592
1300,CA-2020-156776,FUR-FU-10001546,5,1.068
1301,CA-2019-140501,TEC-AC-10001990,13,64.7892
1302,CA-2019-169887,FUR-BO-10004467,23,11.9988
1303,CA-2020-132976,OFF-FA-10000134,1,16.2099
1304,CA-2017-139542,OFF-AP-10000804,29,-7.392
1305,CA-2020-156272,FUR-FU-10003849,40,15.7872
1306,CA-2020-102750,TEC-PH-10004071,6,5.5944
1307,CA-2019-107475,TEC-AC-10003027,3,11.7741
1308,CA-2019-145135,OFF-EN-10002621,50,14.67
1309,US-2019-108777,OFF-SU-10002522,6,4.5008
1310,CA-2020-142342,OFF-PA-10000788,2,5.4432
1311,CA-2020-144932,FUR-FU-10001487,12,14.1694
1312,CA-2020-110905,OFF-AP-10001391,18,157.0176
1313,CA-2017-108903,OFF-SU-10000157,25,9.5448
1314,CA-2017-138450,OFF-AP-10003217,28,-178.9668
1315,CA-2020-126123,OFF-SU-10002557,5,0.8388
1316,CA-2018-155068,FUR-TA-10001086,18,-218.8656
1317,CA-2020-169054,OFF-PA-10002558,15,93.884
1318,CA-2020-120705,OFF-FA-10000134,45,16.2099
1319,US-2020-112347,OFF-BI-10001787,23,7.5864
1320,CA-2020-167913,OFF-SU-10001165,33,0.5004
1321,US-2020-151316,TEC-PH-10000562,29,-93.2316
1322,CA-2017-125997,OFF-PA-10001274,32,3.431
1323,CA-2017-168823,OFF-EN-10004773,7,26.9526
1324,CA-2019-120824,TEC-MA-10003356,23,364.4595
1325,CA-2019-162187,FUR-CH-10000785,29,86.8704
1326,CA-2020-143574,FUR-BO-10001601,13,10.4784
1327,CA-2018-125976,OFF-PA-10003651,41,1.8704
1328,CA-2020-136623,OFF-PA-10003673,31,15.594
1329,CA-2018-117611,OFF-PA-10002787,39,3.1104
1330,CA-2017-126760,OFF-ST-10001580,3,3.5952
1331,US-2019-165505,OFF-PA-10000595,43,17.8152
1332,US-2020-102183,FUR-FU-10002030,14,-17.784
1333,CA-2020-107720,OFF-ST-10002615,9,80.6312
1334,CA-2020-110212,OFF-BI-10001359,31,843.1706
1335,US-2020-128951,FUR-FU-10003464,47,7.3008
1336,CA-2019-120873,FUR-BO-10001601,19,10.4784
1337,CA-2018-104297,OFF-FA-10002763,16,2.528
1338,CA-2019-135265,FUR-CH-10000988,32,39.4268
1339,CA-2017-166051,OFF-PA-10004071,45,26.6304
1340,CA-2020-121580,TEC-PH-10000673,3,62.3904
1341,CA-2018-160472,TEC-MA-10004125,26,-3839.9904
1342,CA-2017-128839,FUR-FU-10001057,18,4.7976
1343,CA-2017-103989,OFF-AP-10003287,9,12.2328
1344,CA-2018-124107,FUR-FU-10000758,50,8.4736
1345,CA-2019-154767,OFF-LA-10000248,40,8.6715
1346,CA-2020-164168,TEC-PH-10003187,5,-15.992
1347,CA-2020-113481,FUR-CH-10003535,43,29.8802
1348,US-2020-117534,OFF-SU-10001935,45,-1.744
1349,CA-2019-151974,OFF-PA-10001892,48,11.2308
1350,CA-2019-160108,OFF-AP-10004233,32,-225.5568
1351,CA-2018-163090,TEC-MA-10002109,22,8.9994
1352,CA-2020-131233,FUR-TA-10003238,47,-347.1174
1353,CA-2017-165764,TEC-AC-10003614,30,4.5201
1354,US-2019-151260,OFF-AP-10001005,41,10.2245
1355,CA-2020-107209,OFF-ST-10000046,9,92.0835
1356,CA-2018-154795,TEC-PH-10001870,11,-9.1845
1357,CA-2020-160983,TEC-AC-10002473,10,34.9074
1358,CA-2018-131457,OFF-BI-10000279,3,7.803
1359,CA-2017-134551,OFF-BI-10001249,37,-8.6768
1360,CA-2018-102016,OFF-BI-10004965,6,15.525
1361,CA-2020-149888,OFF-PA-10002259,21,10.7424
1362,US-2018-106873,OFF-BI-10001460,24,16.362
1363,CA-2020-124828,OFF-FA-10000840,37,0.6156
1364,US-2019-127425,FUR-CH-10000513,6,-114.3912
1365,US-2020-142188,OFF-PA-10001033,48,95.0968
1366,CA-2020-101483,TEC-AC-10000927,23,14.995
1367,CA-2018-137946,OFF-AP-10000240,32,62.0368
1368,CA-2020-118017,OFF-BI-10003291,38,8.2062
1369,US-2019-113985,TEC-MA-10000984,23,377.73
1370,US-2019-103674,TEC-AC-10002718,4,-2.1885
1371,CA-2020-148992,OFF-ST-10000585,44,85.904
1372,CA-2018-135685,OFF-BI-10001759,32,2.2098
1373,CA-2019-119515,OFF-PA-10001763,11,8.991
1374,CA-2017-107573,OFF-BI-10003712,33,-4.1244
1375,CA-2020-144498,TEC-PH-10004536,28,236.2325
1376,CA-2020-136609,OFF-ST-10001713,10,8.4784
1377,CA-2020-128629,OFF-AR-10004707,24,0.868
1378,CA-2019-129126,OFF-BI-10003712,29,-4.1244
1379,US-2018-149692,OFF-PA-10001622,40,2.043
1380,US-2019-125969,OFF-BI-10003305,26,4.6644
1381,CA-2020-119746,TEC-CO-10001943,48,751.9624
1382,CA-2018-127173,OFF-AR-10000657,22,0.8385
1383,CA-2018-132507,OFF-PA-10001125,21,23.235
1384,CA-2019-119963,TEC-AC-10001908,50,34.9965
1385,CA-2020-120936,OFF-AR-10000390,8,1.0738
1386,US-2020-164147,OFF-LA-10004545,22,41.2237
1387,CA-2020-163125,OFF-BI-10000591,21,3.2676
1388,CA-2020-135587,OFF-PA-10002787,11,3.1104
1389,US-2020-153948,OFF-PA-10001725,30,56.9772
1390,CA-2019-148698,OFF-BI-10001553,15,-10.054
1391,CA-2019-132549,OFF-LA-10001474,28,56.1752
1392,CA-2017-169803,OFF-BI-10000778,22,-169.372
1393,CA-2017-169019,OFF-PA-10003309,19,10.8864
1394,CA-2018-132388,OFF-AR-10002255,44,2.5056
1395,CA-2020-121853,OFF-LA-10003766,42,13.608
1396,CA-2019-167682,OFF-BI-10003963,30,9.828
1397,US-2017-102631,OFF-AR-10000462,12,1.376
1398,US-2019-156986,OFF-BI-10001982,27,-3.4272
1399,CA-2019-156503,TEC-PH-10002033,12,68.3568
1400,CA-2018-100818,OFF-LA-10000134,16,2.9568
1401,CA-2017-158372,FUR-FU-10002107,47,4.2816
1402,CA-2020-117457,FUR-TA-10000617,33,-157.0095
1403,CA-2019-155474,FUR-BO-10004015,3,4.7996
1404,US-2019-108504,OFF-PA-10004996,12,5.5674
1405,CA-2020-164168,OFF-LA-10004345,2,5.6956
1406,CA-2018-112452,TEC-AC-10001874,44,41.993
1407,CA-2020-108287,OFF-BI-10004965,24,15.525
1408,CA-2018-158351,FUR-FU-10003424,50,3.8448
1409,CA-2020-101700,FUR-FU-10002445,39,7.584
1410,CA-2020-158722,OFF-AR-10003752,48,10.626
1411,CA-2018-110324,TEC-PH-10004042,1,28.6182
1412,CA-2019-147123,OFF-SU-10001935,16,-1.744
1413,CA-2019-124814,TEC-PH-10003601,29,49.497
1414,CA-2018-148250,OFF-ST-10000344,6,0.8058
1415,CA-2017-160766,TEC-PH-10004774,18,2.7279
1416,CA-2020-115119,OFF-AR-10000937,40,52.632
1417,CA-2017-117345,OFF-BI-10002082,15,-13.312
1418,CA-2017-127131,TEC-PH-10002275,31,90.7152
1419,US-2020-167920,OFF-ST-10001172,21,25.176
1420,US-2020-163790,OFF-PA-10003424,21,3.71
1421,CA-2020-135860,TEC-PH-10001128,2,-107.9928
1422,CA-2019-146143,OFF-AR-10001761,38,10.512
1423,CA-2018-112452,OFF-EN-10003068,28,2.772
1424,CA-2020-138870,OFF-ST-10004950,3,-0.2098
1425,CA-2017-146283,OFF-PA-10000069,44,8.9206
1426,US-2018-150630,TEC-AC-10002167,43,4.95
1427,CA-2018-165050,OFF-AR-10001315,19,1.5312
1428,US-2020-107979,OFF-BI-10001634,12,4.2224
1429,CA-2020-149881,TEC-AC-10003399,24,15.2208
1430,CA-2020-117646,FUR-CH-10003774,19,70.9644
1431,CA-2019-113978,FUR-FU-10001979,20,91.7728
1432,CA-2017-121769,OFF-BI-10003719,36,-35.928
1433,CA-2019-154053,OFF-PA-10001934,15,3.1752
1434,CA-2017-156594,TEC-AC-10000474,27,28.497
1435,US-2020-108343,OFF-ST-10002974,18,30.499
1436,CA-2020-147942,FUR-FU-10004909,3,-32.32
1437,CA-2018-155586,FUR-FU-10003930,30,-42.4926
1438,US-2020-103247,OFF-PA-10002986,33,6.4128
1439,CA-2020-122056,TEC-MA-10003066,37,44.868
1440,CA-2019-101343,OFF-FA-10004854,21,9.2988
1441,CA-2019-151512,TEC-MA-10000045,32,1114.512
1442,CA-2017-122567,FUR-FU-10000672,27,11.9952
1443,CA-2019-146941,OFF-PA-10000501,8,31.2736
1444,CA-2020-128335,OFF-FA-10003112,22,9.8625
1445,CA-2018-119508,TEC-AC-10003038,45,-0.2685
1446,US-2020-101840,FUR-BO-10001519,40,9.3024
1447,CA-2020-105410,TEC-PH-10002583,43,1.999
1448,CA-2020-157091,TEC-PH-10001835,47,303.3408
1449,US-2017-109456,OFF-BI-10004965,47,15.525
1450,US-2017-117163,OFF-AP-10000891,38,-131.12
1451,CA-2020-129910,OFF-ST-10001490,18,17.847
1452,US-2019-115441,TEC-AC-10001635,15,0
1453,CA-2019-123533,FUR-CH-10004875,28,9.9652
1454,CA-2018-137064,OFF-BI-10003429,5,9.1785
1455,US-2017-148838,FUR-BO-10004409,5,-15.6156
1456,CA-2018-133242,TEC-CO-10001571,39,164.997
1457,CA-2020-104927,TEC-PH-10001433,45,28.7196
1458,CA-2018-149909,OFF-LA-10004425,4,5.4332
1459,US-2019-108098,OFF-BI-10002799,4,2.6936
1460,CA-2018-114923,TEC-PH-10001305,37,123.4548
1461,CA-2017-112291,OFF-LA-10003148,32,6.552
1462,CA-2019-142370,FUR-CH-10001146,22,-15.2225
1463,US-2017-139640,TEC-MA-10002981,26,152.0883
1464,CA-2019-130407,TEC-AC-10003198,50,36.852
1465,CA-2020-156664,OFF-ST-10001522,19,3.6796
1466,CA-2020-166093,FUR-BO-10003450,46,13.9152
1467,CA-2017-113320,TEC-PH-10003356,4,1.6776
1468,CA-2019-168361,OFF-AP-10002906,36,0.444
1469,CA-2020-112865,FUR-BO-10000330,35,-4.8392
1470,CA-2019-147137,OFF-AP-10000828,48,43.4352
