order_id,customer_id,order_date,shipping_status
CA-2017-118962,44,8/9/2017,Awaiting Delivery
CA-2017-118962,711,8/9/2017,awaiting shipment
CA-2017-118962,611,8/9/2017,Delivered
US-2017-100853,527,9/19/2017,awaiting shipment
US-2017-100853,23,9/19/2017,order placed
US-2020-152366,671,4/25/2020,order placed
US-2018-101511,289,11/23/2018,Returned
US-2018-101511,107,11/23/2018,Returned
CA-2018-137225,174,12/19/2018,In Transit
CA-2017-166191,315,12/9/2017,Awaiting Delivery
CA-2017-166191,292,12/9/2017,Delayed/On-hold
CA-2017-158274,160,11/24/2017,Delayed/On-hold
CA-2017-158274,214,11/24/2017,Failed Delivery
CA-2017-158274,617,11/24/2017,Failed Delivery
CA-2019-105018,158,12/2/2019,Returned
CA-2017-123260,667,8/30/2017,Lost
CA-2019-157000,321,7/22/2019,Scheduled Delivery
CA-2019-157000,554,7/22/2019,Cancelled
CA-2018-102281,661,10/14/2018,In Transit
CA-2018-102281,30,10/14/2018,awaiting shipment
CA-2018-102281,412,10/14/2018,processing
CA-2018-102281,414,10/14/2018,order placed
CA-2018-102281,123,10/14/2018,Scheduled Delivery
CA-2018-131457,218,11/6/2018,processing
CA-2017-140004,511,3/25/2017,Lost
CA-2017-140004,678,3/25/2017,Returned
CA-2020-107720,266,11/13/2020,Returned
US-2020-124303,791,7/13/2020,Failed Delivery
US-2020-124303,100,7/13/2020,order placed
CA-2020-105074,384,6/29/2020,Failed Delivery
CA-2017-133690,515,8/5/2017,Out for Delivery
CA-2017-133690,467,8/5/2017,In Transit
US-2020-116701,486,12/21/2020,Shipped
CA-2020-126382,715,6/7/2020,Failed Delivery
CA-2020-108329,569,12/14/2020,awaiting shipment
CA-2020-135860,307,12/7/2020,order placed
CA-2020-135860,732,12/7/2020,Delayed/On-hold
CA-2020-135860,198,12/7/2020,processing
CA-2020-135860,438,12/7/2020,order placed
CA-2020-135860,746,12/7/2020,Delayed/On-hold
CA-2018-101007,251,2/13/2018,Scheduled Delivery
CA-2018-146262,328,1/9/2018,Delayed/On-hold
CA-2018-146262,528,1/9/2018,Delivered
CA-2018-146262,488,1/9/2018,Out for Delivery
CA-2018-146262,491,1/9/2018,awaiting shipment
CA-2018-146262,100,1/9/2018,Lost
CA-2019-130162,42,11/1/2019,In Transit
CA-2019-130162,447,11/1/2019,In Transit
CA-2018-169397,285,12/27/2018,awaiting shipment
CA-2018-169397,398,12/27/2018,Returned
CA-2018-169397,407,12/27/2018,Out for Delivery
CA-2018-169397,256,12/27/2018,Scheduled Delivery
CA-2018-169397,254,12/27/2018,Awaiting Delivery
CA-2018-169397,367,12/27/2018,Returned
CA-2018-163055,401,8/16/2018,Shipped
CA-2018-163055,147,8/16/2018,Failed Delivery
CA-2018-163055,658,8/16/2018,Failed Delivery
US-2018-145436,750,3/4/2018,Failed Delivery
US-2018-145436,578,3/4/2018,Lost
US-2017-156216,46,9/17/2017,Delayed/On-hold
US-2020-100930,662,4/12/2020,Shipped
US-2020-100930,691,4/12/2020,Delivered
US-2020-100930,97,4/12/2020,Delivered
US-2020-100930,309,4/12/2020,Scheduled Delivery
US-2020-100930,66,4/12/2020,Delivered
CA-2020-160514,130,11/16/2020,Out for Delivery
CA-2019-157749,449,6/9/2019,Scheduled Delivery
CA-2019-157749,286,6/9/2019,Awaiting Delivery
CA-2019-157749,108,6/9/2019,Awaiting Delivery
CA-2019-157749,353,6/9/2019,Delivered
CA-2019-157749,749,6/9/2019,awaiting shipment
CA-2019-157749,602,6/9/2019,Scheduled Delivery
CA-2019-157749,640,6/9/2019,Scheduled Delivery
CA-2017-131926,400,6/6/2017,processing
CA-2017-131926,199,6/6/2017,Scheduled Delivery
CA-2017-131926,702,6/6/2017,Failed Delivery
CA-2017-131926,66,6/6/2017,order placed
CA-2017-131926,515,6/6/2017,order placed
CA-2019-154739,759,12/15/2019,Cancelled
CA-2019-145625,241,9/17/2019,processing
CA-2019-145625,533,9/17/2019,Lost
CA-2019-146941,547,12/13/2019,Delivered
CA-2019-146941,789,12/13/2019,Out for Delivery
US-2018-159982,41,12/4/2018,Out for Delivery
US-2018-159982,721,12/4/2018,In Transit
US-2018-159982,410,12/4/2018,order placed
US-2018-159982,268,12/4/2018,Cancelled
CA-2020-163139,461,12/3/2020,Returned
CA-2020-163139,209,12/3/2020,Out for Delivery
CA-2020-163139,32,12/3/2020,Shipped
US-2020-155299,586,6/12/2020,processing
US-2017-106992,633,9/21/2017,awaiting shipment
US-2017-106992,108,9/21/2017,Awaiting Delivery
CA-2019-125318,592,6/13/2019,In Transit
CA-2018-155040,493,11/15/2018,Shipped
CA-2020-136826,778,6/20/2020,Delivered
CA-2019-111010,176,1/28/2019,Shipped
US-2020-145366,350,12/13/2020,Failed Delivery
US-2020-145366,61,12/13/2020,Failed Delivery
CA-2020-163979,743,1/2/2021,Scheduled Delivery
CA-2018-155334,549,7/31/2018,order placed
CA-2018-155334,685,7/31/2018,processing
CA-2018-155334,645,7/31/2018,order placed
CA-2020-118136,267,9/17/2020,order placed
CA-2020-118136,69,9/17/2020,Scheduled Delivery
CA-2020-132976,438,10/17/2020,Failed Delivery
CA-2020-132976,194,10/17/2020,Delayed/On-hold
CA-2020-132976,654,10/17/2020,Delivered
CA-2020-132976,426,10/17/2020,Awaiting Delivery
US-2018-161991,508,9/28/2018,awaiting shipment
US-2018-161991,477,9/28/2018,Scheduled Delivery
CA-2018-130890,110,11/6/2018,Delayed/On-hold
CA-2018-130883,129,10/2/2018,Shipped
CA-2018-130883,384,10/2/2018,Cancelled
CA-2018-130883,59,10/2/2018,Delivered
CA-2019-112697,102,12/20/2019,order placed
CA-2019-112697,411,12/20/2019,Awaiting Delivery
CA-2019-112697,458,12/20/2019,Awaiting Delivery
CA-2019-110772,571,11/24/2019,Out for Delivery
CA-2019-110772,662,11/24/2019,order placed
CA-2019-110772,202,11/24/2019,awaiting shipment
CA-2019-110772,605,11/24/2019,Delivered
CA-2017-111451,397,12/28/2017,Delayed/On-hold
CA-2017-111451,790,12/28/2017,Cancelled
CA-2017-111451,528,12/28/2017,processing
CA-2017-111451,219,12/28/2017,Lost
CA-2017-111451,156,12/28/2017,Delayed/On-hold
CA-2019-142545,197,11/3/2019,Returned
CA-2019-142545,267,11/3/2019,Failed Delivery
CA-2019-142545,396,11/3/2019,In Transit
CA-2019-142545,197,11/3/2019,Failed Delivery
CA-2019-142545,217,11/3/2019,Out for Delivery
US-2020-152380,399,11/23/2020,In Transit
CA-2018-144253,249,5/9/2018,processing
CA-2017-130960,597,1/4/2018,Scheduled Delivery
CA-2017-111003,776,6/6/2017,Awaiting Delivery
CA-2017-111003,20,6/6/2017,Delivered
CA-2020-126774,187,4/17/2020,order placed
CA-2019-142902,639,9/14/2019,Awaiting Delivery
CA-2019-142902,226,9/14/2019,Awaiting Delivery
CA-2019-142902,76,9/14/2019,Delivered
CA-2019-142902,336,9/14/2019,Awaiting Delivery
CA-2017-120887,457,10/3/2017,Shipped
CA-2017-167850,441,8/16/2017,Cancelled
CA-2017-167850,131,8/16/2017,Failed Delivery
CA-2017-164259,252,12/30/2017,Scheduled Delivery
CA-2017-164973,216,11/9/2017,awaiting shipment
CA-2017-164973,677,11/9/2017,Delayed/On-hold
CA-2017-164973,229,11/9/2017,Out for Delivery
CA-2017-164973,730,11/9/2017,Delayed/On-hold
CA-2017-164973,4,11/9/2017,Out for Delivery
CA-2017-156601,314,9/24/2017,order placed
CA-2019-162138,603,4/27/2019,Returned
CA-2019-162138,765,4/27/2019,Lost
CA-2020-153339,777,11/5/2020,order placed
US-2019-141544,274,9/1/2019,processing
US-2019-141544,457,9/1/2019,Out for Delivery
US-2019-141544,770,9/1/2019,processing
US-2019-141544,57,9/1/2019,Failed Delivery
US-2019-141544,727,9/1/2019,Scheduled Delivery
US-2019-150147,443,4/29/2019,In Transit
US-2019-150147,441,4/29/2019,Lost
US-2019-150147,579,4/29/2019,Delayed/On-hold
CA-2018-137946,729,9/4/2018,Lost
CA-2018-137946,434,9/4/2018,Delivered
CA-2018-137946,556,9/4/2018,awaiting shipment
CA-2017-129924,87,7/17/2017,Returned
CA-2017-129924,793,7/17/2017,In Transit
CA-2018-128167,549,6/26/2018,Returned
CA-2017-122336,366,4/17/2017,Out for Delivery
CA-2017-122336,68,4/17/2017,Out for Delivery
CA-2017-122336,505,4/17/2017,awaiting shipment
CA-2017-122336,462,4/17/2017,Lost
US-2018-120712,63,12/24/2018,order placed
CA-2020-169901,185,6/19/2020,Cancelled
CA-2020-134306,557,7/12/2020,processing
CA-2020-134306,562,7/12/2020,Delivered
CA-2020-134306,214,7/12/2020,Delayed/On-hold
CA-2019-129714,482,9/3/2019,processing
CA-2019-129714,97,9/3/2019,processing
CA-2019-129714,715,9/3/2019,Cancelled
CA-2019-129714,512,9/3/2019,processing
CA-2019-129714,45,9/3/2019,Cancelled
CA-2019-138520,671,4/13/2019,Lost
CA-2019-138520,573,4/13/2019,Delivered
CA-2019-138520,138,4/13/2019,processing
CA-2019-138520,10,4/13/2019,awaiting shipment
CA-2019-130001,223,4/28/2019,Scheduled Delivery
CA-2020-155698,4,3/11/2020,Shipped
CA-2020-155698,413,3/11/2020,Cancelled
CA-2020-144904,716,10/1/2020,Scheduled Delivery
CA-2020-144904,261,10/1/2020,Cancelled
CA-2020-144904,662,10/1/2020,In Transit
CA-2020-144904,444,10/1/2020,Cancelled
CA-2017-123344,340,9/29/2017,Awaiting Delivery
CA-2019-155516,742,10/21/2019,Scheduled Delivery
CA-2019-155516,325,10/21/2019,Delayed/On-hold
CA-2019-155516,4,10/21/2019,order placed
CA-2019-155516,585,10/21/2019,Out for Delivery
CA-2020-104745,471,6/4/2020,Lost
CA-2020-104745,436,6/4/2020,Out for Delivery
US-2017-119137,584,7/27/2017,Delayed/On-hold
US-2017-119137,629,7/27/2017,Delayed/On-hold
US-2017-119137,503,7/27/2017,Awaiting Delivery
US-2017-119137,35,7/27/2017,processing
US-2019-134656,443,10/1/2019,Delivered
US-2020-134481,362,9/1/2020,Failed Delivery
CA-2018-130792,558,5/5/2018,awaiting shipment
CA-2018-130792,505,5/5/2018,Delivered
CA-2018-130792,130,5/5/2018,Lost
CA-2019-134775,565,10/29/2019,Delivered
CA-2019-134775,385,10/29/2019,processing
CA-2018-125395,522,6/29/2018,Shipped
US-2018-168935,3,12/2/2018,Lost
US-2018-168935,711,12/2/2018,order placed
CA-2018-122756,749,12/7/2018,Delayed/On-hold
CA-2018-122756,762,12/7/2018,Delayed/On-hold
CA-2017-115973,690,11/26/2017,Lost
CA-2020-101798,148,12/15/2020,processing
CA-2020-101798,763,12/15/2020,Scheduled Delivery
US-2017-135972,400,9/23/2017,order placed
US-2017-135972,486,9/23/2017,Scheduled Delivery
US-2017-134971,399,6/10/2017,Shipped
CA-2020-102946,753,7/5/2020,Returned
CA-2020-165603,628,10/19/2020,processing
CA-2020-165603,183,10/19/2020,Shipped
CA-2018-122259,51,11/4/2018,Delayed/On-hold
CA-2019-108987,140,9/10/2019,Out for Delivery
CA-2019-108987,384,9/10/2019,Out for Delivery
CA-2019-108987,367,9/10/2019,awaiting shipment
CA-2019-108987,687,9/10/2019,Scheduled Delivery
CA-2017-113166,356,12/26/2017,order placed
CA-2017-155208,642,4/20/2017,Returned
CA-2020-117933,740,12/29/2020,Delayed/On-hold
CA-2020-117457,751,12/12/2020,Shipped
CA-2020-117457,232,12/12/2020,awaiting shipment
CA-2020-117457,392,12/12/2020,Out for Delivery
CA-2020-117457,63,12/12/2020,Cancelled
CA-2020-117457,381,12/12/2020,Lost
CA-2020-117457,291,12/12/2020,processing
CA-2020-117457,692,12/12/2020,Shipped
CA-2020-117457,88,12/12/2020,Scheduled Delivery
CA-2020-117457,705,12/12/2020,Awaiting Delivery
CA-2020-142636,243,11/7/2020,Delayed/On-hold
CA-2020-142636,168,11/7/2020,In Transit
CA-2020-122105,621,6/28/2020,Delayed/On-hold
CA-2019-148796,32,4/18/2019,Cancelled
CA-2020-154816,19,11/10/2020,Failed Delivery
CA-2020-110478,465,3/9/2020,Lost
CA-2020-110478,489,3/9/2020,Awaiting Delivery
CA-2017-142048,780,6/25/2017,Awaiting Delivery
CA-2020-125388,629,10/23/2020,Lost
CA-2020-125388,373,10/23/2020,Scheduled Delivery
CA-2020-155705,612,8/23/2020,Awaiting Delivery
CA-2020-149160,393,11/26/2020,Delivered
CA-2020-149160,499,11/26/2020,processing
CA-2017-101476,56,9/13/2017,Cancelled
CA-2020-152275,655,10/8/2020,Scheduled Delivery
US-2019-123750,641,4/21/2019,Cancelled
US-2019-123750,49,4/21/2019,Scheduled Delivery
US-2019-123750,653,4/21/2019,Out for Delivery
US-2019-123750,25,4/21/2019,order placed
CA-2019-127369,708,6/7/2019,Lost
US-2017-150574,78,12/25/2017,Awaiting Delivery
US-2017-150574,389,12/25/2017,Lost
CA-2019-147375,230,6/14/2019,Shipped
CA-2019-147375,203,6/14/2019,Delayed/On-hold
CA-2020-130043,604,9/19/2020,Returned
CA-2020-157252,718,1/23/2020,Delayed/On-hold
CA-2019-115756,305,9/7/2019,Awaiting Delivery
CA-2019-115756,574,9/7/2019,Out for Delivery
CA-2019-115756,113,9/7/2019,Delayed/On-hold
CA-2019-115756,140,9/7/2019,Scheduled Delivery
CA-2019-115756,418,9/7/2019,Delayed/On-hold
CA-2019-115756,289,9/7/2019,Awaiting Delivery
CA-2020-154214,90,3/25/2020,Failed Delivery
CA-2019-166674,637,4/3/2019,order placed
CA-2019-166674,249,4/3/2019,Lost
CA-2019-166674,238,4/3/2019,awaiting shipment
CA-2019-166674,731,4/3/2019,Scheduled Delivery
CA-2019-166674,708,4/3/2019,Delayed/On-hold
CA-2019-166674,69,4/3/2019,Out for Delivery
CA-2020-147277,316,10/24/2020,Awaiting Delivery
CA-2020-147277,400,10/24/2020,Scheduled Delivery
CA-2019-100153,107,12/17/2019,Delayed/On-hold
US-2017-110674,42,2/18/2017,Returned
US-2019-157945,400,10/1/2019,In Transit
US-2019-157945,344,10/1/2019,Scheduled Delivery
CA-2018-109638,591,12/22/2018,awaiting shipment
CA-2018-109638,252,12/22/2018,awaiting shipment
CA-2018-109638,99,12/22/2018,Scheduled Delivery
CA-2019-109869,624,4/29/2019,Delayed/On-hold
CA-2019-109869,316,4/29/2019,Delivered
CA-2019-109869,729,4/29/2019,processing
CA-2019-109869,560,4/29/2019,In Transit
CA-2019-109869,422,4/29/2019,Delivered
US-2018-101399,222,1/24/2018,Lost
CA-2020-154907,741,4/4/2020,Cancelled
US-2019-100419,41,12/20/2019,processing
CA-2018-154144,208,12/24/2018,Scheduled Delivery
CA-2017-144666,11,11/11/2017,Awaiting Delivery
CA-2017-144666,105,11/11/2017,Failed Delivery
CA-2017-144666,130,11/11/2017,Scheduled Delivery
CA-2017-144666,455,11/11/2017,Returned
CA-2017-144666,444,11/11/2017,Delayed/On-hold
CA-2017-144666,384,11/11/2017,Delivered
CA-2019-103891,553,7/19/2019,Returned
CA-2019-152632,375,11/2/2019,Returned
CA-2019-100790,541,7/2/2019,Awaiting Delivery
CA-2019-100790,37,7/2/2019,Lost
CA-2017-134677,17,10/10/2017,Shipped
CA-2017-127691,314,7/27/2017,processing
CA-2017-127691,104,7/27/2017,Awaiting Delivery
CA-2020-140963,601,6/13/2020,In Transit
CA-2020-140963,115,6/13/2020,Scheduled Delivery
CA-2020-140963,383,6/13/2020,Cancelled
CA-2017-154627,162,10/31/2017,order placed
CA-2017-133753,169,6/13/2017,Returned
CA-2017-133753,285,6/13/2017,Awaiting Delivery
CA-2017-133753,350,6/13/2017,Out for Delivery
CA-2017-113362,585,9/19/2017,processing
CA-2017-113362,763,9/19/2017,Failed Delivery
CA-2019-169166,86,5/14/2019,Delivered
US-2019-120929,389,3/21/2019,Shipped
CA-2018-134782,151,12/31/2018,Scheduled Delivery
CA-2019-126158,717,7/31/2019,order placed
CA-2019-126158,53,7/31/2019,Returned
CA-2019-126158,243,7/31/2019,Returned
CA-2019-126158,584,7/31/2019,Scheduled Delivery
US-2019-105578,173,6/4/2019,Awaiting Delivery
US-2019-105578,9,6/4/2019,Cancelled
US-2019-105578,770,6/4/2019,Failed Delivery
US-2019-105578,432,6/4/2019,order placed
US-2019-105578,750,6/4/2019,Out for Delivery
CA-2020-134978,129,11/15/2020,Delayed/On-hold
CA-2018-145352,751,3/22/2018,In Transit
CA-2018-145352,513,3/22/2018,Lost
CA-2018-145352,508,3/22/2018,Out for Delivery
CA-2018-145352,181,3/22/2018,Delivered
CA-2020-135307,5,11/27/2020,order placed
CA-2020-135307,718,11/27/2020,awaiting shipment
CA-2019-106341,774,10/23/2019,processing
CA-2020-163405,388,12/25/2020,awaiting shipment
CA-2020-163405,145,12/25/2020,Shipped
CA-2020-127432,288,1/27/2020,Out for Delivery
CA-2020-127432,737,1/27/2020,Delivered
CA-2020-127432,496,1/27/2020,Out for Delivery
CA-2020-127432,264,1/27/2020,Delayed/On-hold
CA-2018-157812,354,3/26/2018,Cancelled
CA-2018-157812,463,3/26/2018,In Transit
CA-2018-157812,212,3/26/2018,Awaiting Delivery
CA-2020-145142,257,1/25/2020,Delivered
US-2019-139486,166,5/23/2019,In Transit
US-2019-139486,526,5/23/2019,Awaiting Delivery
CA-2018-158792,389,1/2/2019,processing
CA-2020-113558,280,10/26/2020,Returned
CA-2020-113558,207,10/26/2020,Returned
US-2018-138303,308,9/7/2018,Failed Delivery
US-2018-138303,123,9/7/2018,Cancelled
US-2018-138303,82,9/7/2018,Awaiting Delivery
CA-2018-102848,162,11/9/2018,Shipped
US-2020-129441,55,9/11/2020,Scheduled Delivery
CA-2019-168753,759,6/1/2019,Cancelled
CA-2019-168753,235,6/1/2019,Lost
CA-2019-126613,729,7/16/2019,Cancelled
US-2020-122637,243,9/8/2020,order placed
CA-2018-147851,527,12/8/2018,Delivered
CA-2018-134894,285,12/11/2018,Delayed/On-hold
CA-2018-134894,757,12/11/2018,Delivered
CA-2017-140795,770,2/3/2017,Delivered
CA-2019-136924,362,7/17/2019,Returned
US-2018-120161,592,12/23/2018,Awaiting Delivery
CA-2017-103849,709,5/16/2017,Failed Delivery
CA-2017-103849,442,5/16/2017,awaiting shipment
CA-2017-103849,327,5/16/2017,Out for Delivery
CA-2020-162929,500,11/22/2020,Cancelled
CA-2020-162929,249,11/22/2020,In Transit
CA-2018-113173,128,11/17/2018,order placed
CA-2018-113173,54,11/17/2018,Out for Delivery
CA-2018-113173,256,11/17/2018,Out for Delivery
CA-2019-136406,545,4/17/2019,Lost
CA-2020-112774,206,9/12/2020,order placed
CA-2020-101945,281,11/28/2020,In Transit
CA-2020-100650,720,7/3/2020,In Transit
CA-2017-155852,463,3/7/2017,awaiting shipment
CA-2019-113243,420,6/15/2019,Returned
CA-2019-113243,591,6/15/2019,Scheduled Delivery
CA-2019-113243,415,6/15/2019,Lost
CA-2020-118731,248,11/22/2020,Delayed/On-hold
CA-2020-118731,720,11/22/2020,Lost
CA-2017-145576,64,9/18/2017,Lost
CA-2017-145576,142,9/18/2017,Cancelled
CA-2018-130736,786,12/9/2018,awaiting shipment
CA-2018-130736,559,12/9/2018,order placed
CA-2020-137099,508,12/10/2020,Cancelled
CA-2020-156951,75,10/8/2020,processing
CA-2020-156951,540,10/8/2020,Delivered
CA-2020-156951,696,10/8/2020,awaiting shipment
CA-2020-156951,734,10/8/2020,Awaiting Delivery
CA-2020-164826,332,1/4/2021,order placed
CA-2020-164826,185,1/4/2021,awaiting shipment
